Version ,Date,Company,Company Code,Company Code Description,Currency,Sales Org,Sales Org Name,Country,Region,City,Product,Product Description,UOM,UOM Description,Product Group,Customer,Customer Name,Customer Country,Customer City,Profit Center,Profit Center Description,Account,Audit Trail,ASP,Volume,Revenue,COGS_SP,COGS
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,OX140,OxidaClear,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,53300,114062000,1498,79843400
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,RE630,ReactoMax,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,13000,105820000,4390,57070000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,GC135,General Chemicals,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,6500,20800000,2100,13650000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,3900,11263200,2400,9360000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,GC135,General Chemicals,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,11700,37440000,2100,24570000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,15600,45052800,2400,37440000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,CAT350,CatalyPro,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,2600,14040000,3988,10368800
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PC103,Polyethylene Compound,kg,Kilograms,Polymers,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,7800,7987200,635,4953000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,GC135,General Chemicals,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,5200,16640000,2100,10920000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,SY300,Syntholene,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,HY380,HydroSil,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,9100,17208100,936,8517600
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,BI370,BioSolva,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,28600,85771400,1877,53682200
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,OX140,OxidaClear,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,10400,22256000,1498,15579200
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,OR102,Organic Reagent,g,Grams,Reagents,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,27000,64800000,1820,49140000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,27300,24542700,465,12694500
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,899,5200,4674800,465,2418000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,BO520,Bondex,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,23400,67579200,2400,56160000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,RE630,ReactoMax,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,20800,169312000,4390,91312000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,PO450,PolyZyme,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,5200,5829200,911,4737200
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,RE630,ReactoMax,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,9100,74074000,4390,39949000
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,OX140,OxidaClear,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,11700,25038000,1498,17526600
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,CAT350,CatalyPro,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,9100,49140000,3988,36290800
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,PO450,PolyZyme,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,SY300,Syntholene,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3672,5200,19094400,2731,14201200
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,5200,16640000,2100,10920000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,IS101,Industrial Solvent,L,Liters,Solvents,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2600,4800,12480000,1890,9072000
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,3900,21060000,3988,15553200
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US12,Midwest,Chicago,HY380,HydroSil,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,6500,12291500,936,6084000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,TH260,ThermoFlux,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,4300,32500,139750000,3100,100750000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,HY380,HydroSil,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,15600,29499600,936,14601600
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,SY300,Syntholene,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,BI370,BioSolva,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,7800,23392200,1877,14640600
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,TH260,ThermoFlux,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,4300,11700,50310000,3100,36270000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,IS101,Industrial Solvent,L,Liters,Solvents,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2600,2400,6240000,1890,4536000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,BI370,BioSolva,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,6500,19493500,1877,12200500
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,TH260,ThermoFlux,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,6500,27950000,3100,20150000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,PO450,PolyZyme,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,7800,7012200,465,3627000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,HY380,HydroSil,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,40300,76207300,936,37720800
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,BO520,Bondex,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,6500,18772000,2400,15600000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,GC135,General Chemicals,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,3200,36400,116480000,2100,76440000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,PC103,Polyethylene Compound,kg,Kilograms,Polymers,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,5200,5324800,635,3302000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,BI370,BioSolva,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,13000,38987000,1877,24401000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,22100,70720000,2100,46410000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,OR102,Organic Reagent,g,Grams,Reagents,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2400,19500,46800000,1820,35490000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US11,South,Atlanta,OX140,OxidaClear,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,5200,11128000,1498,7789600
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,SY300,Syntholene,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3672,5200,19094400,2731,14201200
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,BI370,BioSolva,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,9100,27290900,1877,17080700
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US2,West,Seattle,RE630,ReactoMax,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,23400,190476000,4390,102726000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,OR102,Organic Reagent,g,Grams,Reagents,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2400,22500,54000000,1820,40950000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US1,West,Los Angeles,PO450,PolyZyme,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,BI370,BioSolva,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,6500,19493500,1877,12200500
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,RE630,ReactoMax,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,42900,349206000,4390,188331000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,BI370,BioSolva,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,6500,19493500,1877,12200500
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,TH260,ThermoFlux,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,7800,33540000,3100,24180000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US1,West,Los Angeles,HY380,HydroSil,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,5200,9833200,936,4867200
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,5200,15017600,2400,12480000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,OR102,Organic Reagent,g,Grams,Reagents,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2400,10500,25200000,1820,19110000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,GC135,General Chemicals,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,11700,37440000,2100,24570000
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US10,South,Miami,OX140,OxidaClear,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,46800,100152000,1498,70106400
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,10400,30035200,2400,24960000
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,BO520,Bondex,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2888,13000,37544000,2400,31200000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US10,South,Miami,TH260,ThermoFlux,kg,Kilograms,General Chemicals,5500,Shell Chemicals,USA5,Houston,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,18200,78260000,3100,56420000
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,HY380,HydroSil,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,14300,27041300,936,13384800
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,OR102,Organic Reagent,g,Grams,Reagents,2100,SABIC,SA,Riyadh,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,9000,21600000,1820,16380000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,CAT350,CatalyPro,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,5400,9100,49140000,3988,36290800
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,HY380,HydroSil,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1891,6500,12291500,936,6084000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US4,West,San Francisco,PO450,PolyZyme,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1121,6500,7286500,911,5921500
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US5,Northeast,Philadelphia,OX140,OxidaClear,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2140,9100,19474000,1498,13631800
Actual,202412,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US4,West,San Francisco,RE630,ReactoMax,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,6500,52910000,4390,28535000
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,RE630,ReactoMax,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,8140,11700,95238000,4390,51363000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US2,West,Seattle,TH260,ThermoFlux,kg,Kilograms,General Chemicals,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,5200,22360000,3100,16120000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US9,Northeast,Boston,HY380,HydroSil,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,1891,20800,39332800,936,19468800
Actual,202407,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,GC135,General Chemicals,kg,Kilograms,General Chemicals,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3200,5200,16640000,2100,10920000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US5,Northeast,Philadelphia,OR102,Organic Reagent,g,Grams,Reagents,5000,ExxonMobil Chemical,USA4,Spring,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2400,6000,14400000,1820,10920000
Actual,202411,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US7,Midwest,Minneapolis,SY300,Syntholene,kg,Kilograms,General Chemicals,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,3672,7800,28641600,2731,21301800
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,RE630,ReactoMax,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,8140,5200,42328000,4390,22828000
Actual,202411,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US3,South,Houston,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,7800,7012200,465,3627000
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US11,South,Atlanta,PC103,Polyethylene Compound,kg,Kilograms,Polymers,1001,Dow Chemical,USA2,Midland,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,14300,14643200,635,9080500
Actual,202408,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,CAT350,CatalyPro,kg,Kilograms,General Chemicals,2000,BlueMatter Labs,USA3,San Diego,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,5200,28080000,3988,20737600
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US8,Midwest,Detroit,BO520,Bondex,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2888,3900,11263200,2400,9360000
Actual,202410,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US6,Northeast,New York,CAT350,CatalyPro,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,5400,23400,126360000,3988,93319200
Actual,202409,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,TH260,ThermoFlux,kg,Kilograms,General Chemicals,2100,SABIC,SA,Riyadh,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,4300,9100,39130000,3100,28210000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US7,Midwest,Minneapolis,OX140,OxidaClear,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2140,9100,19474000,1498,13631800
Actual,202407,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,GCP110,General Chemical Product,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,899,15600,14024400,465,7254000
Actual,202408,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US3,South,Houston,PC103,Polyethylene Compound,kg,Kilograms,Polymers,2300,INEOS,UK,London,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,1024,14300,14643200,635,9080500
Actual,202412,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US12,Midwest,Chicago,BI370,BioSolva,kg,Kilograms,General Chemicals,1002,BASF Corporation,USA1,Florham Park,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2999,14300,42885700,1877,26841100
Actual,202410,Vertex Chemical Systems,2000,SpectraCompounds,USD,7002,NextGen Chemicals,US6,Northeast,New York,OR102,Organic Reagent,g,Grams,Reagents,5500,Shell Chemicals,USA5,Houston,S1000,Consumer Chemicals Zone,400000,DS_S4_STD_PRICE,2400,9000,21600000,1820,16380000
Actual,202409,Vertex Chemical Systems,1000,Solvex Materials,USD,7004,Lab2Market Solutions,US8,Midwest,Detroit,BI370,BioSolva,kg,Kilograms,General Chemicals,3500,Covestro,GER,Leverkusen,S2000,Global Trade & Distribution,400000,DS_S4_STD_PRICE,2999,48100,144251900,1877,90283700
